abacus abako
tithes ikapu
tithing ikapu
titillate kilitiin
titillation pangingiliti
title pamagat
titles pamagat
titter maghagikgikan
to sa
toad palaka
toady todi
toaster toster
tobacco tabako
Tobe Maging
toboggan tobogan
toby Tobi
toccata tokkata
today ngayon
toddler sanggol
toddlers Toddler
toddy pontse
todo gagawin
toffee topi
toffy topi
tog isuot
together magkasama
toggle tarugo
toggled toggle
toggles toggle
toiler manggagawa
toilet palikuran
toilets Banyo
toilette pagbibihis
toiling matinding
toilsome nakapapagod
tokenistic pakunwari
tokens token
told Sinabi
tolerable matitiis
tolerably kainaman
tolerance pagpapaubaya
tolerant mapagparaya
tolerate tiisin
tolerated disimulado
toleration pagpaparaya
toll bayad
tollgate tarangkahan
tomahawk tomahok
tomato kamatis
tomb libingan
tombs libingan
tombstone lapida
tomfoolery kalokohan
tomorrow bukas
ton tonelada
tonality tinig
tone tono
toned tono
tonedeaf bingi
toneless nakakainip
tonga karumata
tongs sipit
tongue dila
tongues wika
tonnage tonelahe
tonne tonelada
tonnes tonelada
tons tonelada
tonsillectomy tonsilotomya
tonsillitis tonsilitis
too masyado
took Kinuha
tool kasangkapan
tooling pagkamakina
toon tun
tooth ngipin
toothbrush sepilyo
toothpaste tutpeyst
toothpick palito
toothsome malinamnam
top tuktok
topaz topasiyo
topcoat oberkot
tope maglasing
topic paksa
topical pangkasalukuyan
topicality kasalukuyan
topless pinakamataas
topmast mastelero
topnotch nangunguna
topography topographiya
topper trumpo
topple mabagsakan
toppled nagpatalsik
topsail gabya
toque tok
torch tanglaw
torched sinunog
tore torus
tormented pahihirapan
torments pahirap
torn napunit
tornado buhawi
tornadoes buhawi
torpid tulog
torrid napakainit
torsion pamamaluktot
tortoise pagong
tortoises tortoise
tortoiseshell kala
tortured pinahirapan
torturer tagapagpapasakit
tortures pagpapahirap
tory konserbatibo
Toryism Pagkamakalaon
toss pagbato
tossing paghuhugas
tot paslit
totaling pagsusuma
totalitarian totalitaryo
totality kabuuan
totalled totaled
totalling pagsusuma
totally ganap
totals kabuuan
tote magdala
totter yumanig
touch kalabitin
touched baliw
touches touch
toucheth nagkakabubuan
touchiness kayamutan
touchstone pagsubok
touchy maramdamin
tough matigas
toughen paganitin
tougher mahihigpit
toughness kayamutan
toupee tambulok
toured Nalibot
tourer manlalakbay
touring panlalakbay
tourism panlalakbay
tourist turista
tourists turista
tournament paligsahan
tournaments Torneo
tourney torneo
tourniquet tornikete
touting scalp
toward patungo
towards patungo
towel tuwalya
towels tuwalya
tower tore
towering matayog
towers Petronas
town bayan
towns bayan
township nayon
towpath toupat
toxaemia toksamisado
toxicology toksikolohiya
toxin lason
toy laruan
toying landi
toys laruan
trace bakas
tracer sinagan
tracery guhit
traces bakas
trachea lalagukan
tracheotomy trakotomya
tracing baybay
track subaybayan
tracked sinusubaybayan
tracker mangangaso
tracksuit traksiyut
trackway gasgas
tract lagay
tractable masunurin
traction traksyon
tractor traktor
tractors Traktora
tracts tract
trade pangangalakal
tradein palitan
trademarked trademark
trader negosyante
traders mangangalakal
tradesman magtitinda
trading kalakalan
tradition tradisyon
traditional tradisyonal
traditionary kinaugalian
traditions tradisyon
traffic trapiko
trafficked ikinalakal
trafficker mangangalakal
tragedies trahedya
tragedy trahedya
tragic trahedya
trail pinagdaanan
trailer treyler
trailers Trailer
train tren
trainer tagapagsanay
trainers trainer
training pagsasanay
trainings pagsasanay
trains tren
trait katangian
traitor taksil
traitorous buhong
traitors taksil
trajectory tilapon
tram bagon
trammel gambalain
trample pagtapak
trampled niyurakan
trampling paglapastangan
trampoline trampolin
trams tram
tranquil matiwasay
tranquility kapanatagan
tranquilliser trangkilisador
tranquillisers tranquillizers
tranquillity kapanatagan
transact makialam
transaction transaksiyon
transactions transaksyon
transatlantic transatlantiko
transceivers transceiver
transcend malampasan
transcendence transendensiya
transcendent transendente
transcendental transendental
transcontinental transkontinental
transcribed transcribe
transcript salin
transcription pagkakasalin
transcriptions transkripsyon
transcripts transcript
transducer transduser
transfer paglilipat
transferability paglipat
transferable maisasalin
transference pagsasalin
transferred ililipat
transferring paglilipat
transformations Pagbabago
transformer transpormer
transgressed sumalangsang
transgressing Pagsalangsang
transgression pagkakasala
transgressions pagsalangsang
transgressor taksil
transgressors suwail
transhipment kaputusan
transience paglipad
transient lumilipas
transitional palampas
transitive palipat
translatable maisasalin
translate isalin
translated halimbawa
translates sinasalin
translating pagsasalin
translation pagsasalin
translations pagsasalin
translator tagasalin
translators tagapagsalin
transliterate magtitik
transliteration pagsasatitik
translucent aninag
transmigration transmigrasyon
transmissible nakakahawa
transmission paghahatid
transmit ihatid
transmits nagpapadala
transmitted naililipat
transmitter transmiter
transmitting pagpapadala
transmogrify palitan
transmute magbago
transom trabisanyo
transonic transonik
transparency aninaw
transparent naaaninag
transparently halatang
transpiration pawis
transpire mabunyag
transpired naganap
transplantation paglipat
transplanted tanim
transportable masigla
transportation transportasyon
transposed transpose
transposition transposisyon
transshipment kaputusan
transverse nakahalang
transversely nakahalang
trap bitag
trapeze trapesiyo
trapped nakulong
trapping tigil
trappings gayak
trash basura
trashed itinapong
trashy pambasura
traumatic traumatiko
traumatise yayanigin
traumatised trauma
travel paglalakbay
traveled manlalakbay
traveler manlalakbay
Traveling Naglalakbay
travelled manlalakbay
traveller manlalakbay
travellers travelers
travelling naglalakbay
travelogues Travelogue
travels paglalakbay
traverse tawirin
travesty paglapastangan
trawl palakaya
tray trey
treacherous taksil
treacherously paglililo
treachery paglililo
treacle pulot
tread pagtapak
treading tuntong
treadle tapakan
treason pagtataksil
treasonable pantaksil
treasonous pantaksil
treasure kayamanan
treasures kayamanan
treasuring iimbak
treasury pananalapi
treat ituturing
treatable magamot
treated ginagamot
treaties tratado
treating gamot
treatment paggamot
treatments paggamot
treats Treat
treaty kasunduan
tree puno
trees puno
trefoil klober
trekked naglakad
trembled nanginig
trembles nanginginig
trembling nanginginig
tremor pangangatog
tremors pagyanig
tremulous natatakot
trenchant masakit
trend takbo
trending Pagpapauso
trends uso
trendy lumilihis
trepidation pangamba
trespassed sumalangsang
trespasser makasalanan
trespassing Pumasok
tress tirintas
trestle kabalyete
triad tatluhang
trial paglilitis
triangle tatsulok
triangular tryanggulo
tribal panlipi
tribe lipi
tribes tribo
tribesman katribu
tribulations kapighatian
tribunal husgado
tribunals tribunal
tribunate tribunat
tribune tagapagsanggalang
tribute pagkilala
trice saglit
trickery panlalansi
trickle tumulo
trickster manloloko
tricky mapaglalang
tricolours tricolors
tricycle traysikel
tricycles tricycle
trident salapang
tried Sinubukan
trier tagalitis
tries pagsusubok
trifling mababaw
trigger gatilyo
triggering naghuhudyat
triggers trigger
trigonometric trigonometriko
trigonometry trigonometrya
trillion trilyon
trim pumantay
trimmers Trimmer
trimming pinaggupitan
trip paglalakbay
tripled triple
triplex triplekso
tripod tungko
tripping balakid
triptych triptiko
trireme triremo
tritium tritiyum
triumph pagtatagumpay
triumphal matangloy
triumphed nagtagumpay
triumphing nagtatagumpay
triumphs tagumpay
trivialised trivialized
trivialising trivializing
Trojan Troyano
troll awitin
trolley troli
trombone trumbon
troop tropa
trooped dumagsa
troopers tropa
troops hukbo
trope tropo
trophies Tropeo
trophy tropeo
tropic pantropiko
tropical tropiko
tropics tropiko
troposphere tropospera
troth pananalig
trotter troton
troubadour trubador
trouble gulo
troubled gusot
troublemakers nanggugulo
troubler mangbabagabag
troubles problema
troublesome mapanggulo
troublesomeness kaguluhan
troublous maligalig
trough sabsaban
troughs inuman
trounce mambugbog
troupe tropa
trousers pantalon
trove tagong
trow maniwala
trowel kutsara
truancy bagansya
truant pagala
truck trak
truckle manuyo
trucks trak
truculence kabangisan
truculent malupit
trudge maglakad
truffle trupel
truism katotohanan
truly tunay
trump magkatakata
trumped gawa
trumpery palara
trumpet trumpeta
trumpeter trompetero
trumpets Trumpeta
truncate pungusan
truncated pinutol
truncating Pinuputol
trunks putot
trunnion tranion
truss salo
trust tiwala
trusted pinagkakatiwalaang
trustee tagapangasiwa
trustees trustee
trusteeship pagkakatiwala
trustful matapatin
trusting pagtitiwala
trustingly mapagtiwala
trusts pinagkakatiwalaan
trustworthiness mapagkakatiwalaan
trustworthy mapagkakatiwalaan
trusty mapagkakatiwalaan
truth katotohanan
truthful matapat
truthfully makatotohanan
truthfulness pagkamatapat
truths katotohanang
try subukin
trying sinusubukan
Tryon Subukan
Tryst Pakikipagtipan
tsp kutsaritang
tsunami sunami
tub pampaligo
tube tubo
tuberculosis tuberkulosis
tubing patubigan
tubular pantubo
tucked nakatago
tucker pagurin
tues MA
tuesday Martes
tuesdays Martes
tufa tupa
tuft uhay
tug pagbatak
tuition pagtuturo
tulip tulipan
tulle tul
tumbled gumulong
tumbler baso
tumbling pagsirko
tummy tiyak
tumors bukol
tumour tumor
tumours bukol
tumultuous napakaingay
tumulus puntod
tunable mahimig
tunas tuna
tuned tono
tuneful mahimig
tuner apinador
tuners tuner
tunes himig
tunic tunika
tunnel lagusan
tunnelling tunneling
tunny tuni
Tur Kita
Turanian Turaniano
turbid maputik
turbidity labo
turbine turbina
turbulence pagkakagulo
turgid namamaga
turkey pabo
turkish Turko
turmeric turmerik
turmoil kaguluhan
turn pagliko
turnabout pagtalikod
turnaround umikot
turncoat taksil
turned naka
turner pamihit
turneth iniwan
turning panlalik
turnip singkamas
turnout pulong
turnpike tarangkahan
turns liko
turntable paikutan
turpentine turpentayn
turquoise turkesa
turret toresilya
turtle pagong
turtles pagong
Tuscan Toskano
Tush Lekat
tusk pangil
tusker pangilan
tussle mangagpambuno
tutorials tutorial
tutoring pagtuturo
tutors tyutor
tuxedo tuksedo
twain dalawa
twang tugtugin
tweak sabunutan
tweet tiririt
tweets tweet
tweezers sipit
twelfth panlabindalawa
twelve labindalawang
twentieth ikadalawampu
twenty dalawampung
twiddle paikutin
twiggy marupok
twilight silim
twin kambal
twine magpilipit
twinkle ningning
twinkling kisap
twinned magkatambal
twins kambal
twisted baluktot
twister mandaraya
twit panlilibak
twitch kibit
twitter nerbiyos
two dalawa
twosome kambal
tying tinali
tympanum timpano
type uri
types uri
typescript makinilyado
typesetter kahista
typesetting pampalimbagan
typewriter makinilya
typewriting pagmamakinilya
typewritten makinilyado
typhoid tipus
typhoon bagyo
typhoons bagyo
typhus tipus
typical tipikal
typically kadalasan
typify sumagisag
typist tagapagmakinilya
typographer manlilimbag
typographic tipograpika
typography palalimbagan
typology tipolohiya
tyrannical malupit
tyrannize maniil
tyrannous malupit
tyranny paniniil
tyre gulong
tyres gulong
tyro bagito
udder kambing
ugh he
ugliness pagkapangit
ugly pangit
ukraine Ukraina
ukulele yukulele
ulcer ulsera
ulcerate magnaknak
ulterior lihim
ultima panghuli
ultimate panghuli
ultra sobra
ultramarine ultramarino
ultrasound ultratunog
ultraviolet ultrabiyoleta
umbilicus pusod
umbrageous malilim
umbrella payong
umlaut umlauto
umpire ampayer
umpteen marami
umpteenth ikasandaang
unable hindi
unadorned lisding
unappreciated pinagliitan
unarchived NAME
unassertive mahinhin
unawareness ignoransiya
unbalanced tabingi
unbanned ban
unblemished napakalinis
unbosom ipagtapat
uncared napabayaan
unchain pakawalan
unchaste mahalay
unchecked malaya
unclad naghuhubad
uncle tiyuhin
unclean marumi
uncleanness karumihan
uncles tiyo
unclose ibukas
uncoil kadkarin
uncollected singilin
uncomfortably nakakahiya
uncommon bihira
uncommunicative mapagsarili
uncomplaining matiyaga
uncompromising matigas
unconfined alpas
unconnected patid
unconsidered ignorado
unconstrained kusa
unconvincing hilako
uncooked hilaw
uncouth pangit
undemonstrative masinop
undercut putulin
underdeveloped atrasadong
underdog talunan
underdone malasado
underestimate maliitin
undergo matikman
undergoing sumasailalim
underhand pataksil
underlay sapnan
underline salungguhit
underlined nakasalungguhit
underling kampon
underlining salungguhit
underlying pinagbabatayan
undermined pinahina
undermining pahinain
underpants salawal
underpin palakasin
underrate mangmata
underscored diin
undersigned lumagda
underskirt nagwas
understand maintindihan
understandable maliwanag
understandings pagkakaintindihan
understands nauunawaan
understood alam
understudy panghalili
undertake pagtangkaan
undertaken nagtangka
undertakings pangakong
underutilised underutilized
underwater lunod
underwent dumaan
underwritten nasabi
undeviating nagbabagong
undoing pagwawasak
undressed hubad
undulate maalon
undulated maalon
undulating alun
unduly sobra
unearth makatuklas
uneasiness balisa
unequivocal maliwanag
unevenness gaspang
unexceptional karaniwan
unexcited mahinahon
unexpectedly biglaan
unfair kabilanin
unfaltering mapasiya
unfasten magkalag
unfastening nagkakalag
unfavourably unfavorably
unfix kalagin
unflinching magiting
unfold magbuka
unfolded ladlad
unfolding paglalahad
unfreeze tumunaw
unfrequented liblib
unfurl magladlad
ungainly asiwa
unhallowed makasalanan
unhandy kimi
unhappiness kamalasan
unhappy malungkot
unheeding malingat
unhesitating mapasiya
unhewn magaspang
unhinge guluhin
unicellular uniselular
uniformity pagkakapareho
uniformly pantay
uniforms uniporme
unilateral sarilinan
unimpeded malaya
uninitialised dinaiinitialise
uninstructed manga
unintelligent mangmang
union unyon
unionised unionized
unions unyon
unique kakaiba
uniqueness natatangi
unit yunit
unitary tangi
unite magkaisa
united nagkakaisa
uniting nagbubuklod
units yunit
unity pagkakaisa
universal panlahat
universality pandaigdigan
universe sansinukob
universities unibersidad
university unibersidad
unjustified katwirang
unlace kalasin
unladylike masagwa
unlawfulness ilegalidad
unlearn makalimot
unleash ipamalas
unleashed pinakawalan
unlinked unlink
unlit madilim
unloaded diskargado
unloading alwas
unlocking unlock
unloose palayain
unlucky buwisit
unmake wasakin
unmanageable makunat
unmasked nakatuklas
unmerciful malupit
unmistakeably unmistakably
unmounted palakad
unobservant malingat
unobtrusive mayumi
unopened pinid
unorganised unorganized
unoriginal karaniwan
unpacked unpack
unpacking magbuklat
unperturbed mapanatag
unpick tastasin
unpicked tinastas
unplugged unplug
unplugging unplug
unpolished habhab
unpredictable mahuhulaan
unprintable malaswa
unprofitably aksaya
unquote magpanipi
unravel lumutas
unravelled makalas
unravelling unraveling
unrealised unrealized
unreasoned mabulalas
unreceived ibabaling
unrest pagkabagabag
unriddle turan
unrighteous likong
unroll malatag
unrolled lagadlad
unruly nagkakagulo
unsay tumanggi
unscramble ipaliwanag
unselfishness pagpaparaya
unsettle tigatigin
unshrinking matatag
unsocial mapagsarili
unsold nabentang
